Unnamed: 0,Unnamed: 0.1,user_name,text,library,restaurant,convience_store,cafe,cat
0,0,.,고양이 ㄱㄱ,0.011818693950772285,0.011765517294406891,0.011162014678120613,0.013285253196954727,0.9851263761520386
